Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
877091,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2023,01/01/2023,21.92361049,
876959,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2023,01/01/2023,15.19976227,
877175,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2023,01/01/2023,17.08099816,
874384,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2023,01/01/2023,6.474937547,
874312,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2023,01/01/2023,6.353517613,
874324,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Annual Average 2023,01/01/2023,6.58301364,
877121,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2023,01/01/2023,16.36122551,
874497,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2023,01/01/2023,6.984992753,
874348,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2023,01/01/2023,6.999578038,
874462,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2023,01/01/2023,7.254343634,
874390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2023,01/01/2023,6.575114657,
874863,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2023,01/01/2023,6.412124833,
874539,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2023,01/01/2023,6.181403822,
877262,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2023,01/01/2023,12.66148518,
874420,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2023,01/01/2023,6.800834953,
876917,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2023,01/01/2023,16.29410694,
874914,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2023,01/01/2023,6.603554291,
874592,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2023,01/01/2023,7.398307426,
874518,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2023,01/01/2023,8.371853034,
877256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2023,01/01/2023,9.361544124,
876938,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2023,01/01/2023,18.96783053,
874854,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2023,01/01/2023,6.566531621,
874417,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2023,01/01/2023,6.809300497,
877196,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2023,01/01/2023,16.53085171,
876941,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2023,01/01/2023,21.60881394,
874833,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2023,01/01/2023,6.938860906,
877172,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2023,01/01/2023,17.85138313,
874875,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2023,01/01/2023,6.95247031,
874456,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2023,01/01/2023,6.679315199,
874815,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2023,01/01/2023,6.636863737,
876860,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2023,01/01/2023,14.61424758,
874881,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2023,01/01/2023,6.859797047,
876965,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2023,01/01/2023,15.43229844,
876863,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2023,01/01/2023,14.48039862,
877031,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2023,01/01/2023,17.05354389,
874480,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2023,01/01/2023,6.983049971,
874450,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2023,01/01/2023,6.726169914,
877103,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2023,01/01/2023,26.10917545,
874545,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2023,01/01/2023,6.474389448,
874465,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2023,01/01/2023,7.335354624,
874414,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2023,01/01/2023,6.836602443,
877259,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2023,01/01/2023,16.60612272,
874908,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2023,01/01/2023,6.920418972,
877139,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2023,01/01/2023,17.2275126,
877037,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2023,01/01/2023,16.33588174,
877004,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2023,01/01/2023,16.98747135,
874474,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2023,01/01/2023,7.7551795,
874319,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2022-23,12/01/2022,6.12954308,
876913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2022-23,12/01/2022,23.81074216,
876886,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Winter 2022-23,12/01/2022,23.55155679,
874412,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2022-23,12/01/2022,6.623421932,
876973,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2022-23,12/01/2022,11.90192295,
874603,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2022-23,12/01/2022,6.595338571,
876895,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2022-23,12/01/2022,24.34243033,
876976,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2022-23,12/01/2022,20.23958141,
874886,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2022-23,12/01/2022,6.562698425,
874364,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2022-23,12/01/2022,6.054823924,
874871,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Winter 2022-23,12/01/2022,5.317825216,
877096,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2022-23,12/01/2022,24.08885835,
874445,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2022-23,12/01/2022,5.874276315,
874325,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2022-23,12/01/2022,6.619823381,
876865,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2022-23,12/01/2022,17.57629674,
876877,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2022-23,12/01/2022,21.5282083,
876988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2022-23,12/01/2022,17.89722521,
877081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2022-23,12/01/2022,19.77732414,
876889,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,12/01/2022,23.31389388,
874853,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Winter 2022-23,12/01/2022,5.872252834,
874367,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Winter 2022-23,12/01/2022,7.197011273,
874889,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Winter 2022-23,12/01/2022,7.030832139,
874424,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2022-23,12/01/2022,5.592895831,
877126,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2022-23,12/01/2022,21.17686715,
876904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2022-23,12/01/2022,19.46437805,
874525,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2022-23,12/01/2022,8.420231916,
874582,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2022-23,12/01/2022,6.519113142,
874469,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2022-23,12/01/2022,8.105953974,
874510,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Winter 2022-23,12/01/2022,6.424081772,
876949,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2022-23,12/01/2022,22.48203662,
876979,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2022-23,12/01/2022,19.53058121,
876931,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2022-23,12/01/2022,25.83280383,
874850,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2022-23,12/01/2022,5.799884039,
874829,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2022-23,12/01/2022,6.448196004,
877039,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2022-23,12/01/2022,20.16780596,
874522,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Winter 2022-23,12/01/2022,7.36189413,
877054,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2022-23,12/01/2022,21.96049467,
874564,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2022-23,12/01/2022,5.955462164,
874588,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2022-23,12/01/2022,6.701262995,
877156,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2022-23,12/01/2022,18.77972767,
876910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2022-23,12/01/2022,18.29529819,
874805,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2022-23,12/01/2022,5.764514434,
877057,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2022-23,12/01/2022,20.6505009,
874600,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Winter 2022-23,12/01/2022,6.506105618,
877252,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2022-23,12/01/2022,19.65709701,
874555,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Winter 2022-23,12/01/2022,5.26452039,
874463,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2022-23,12/01/2022,7.293051822,
877249,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2022-23,12/01/2022,17.56051841,
876901,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2022-23,12/01/2022,22.36837297,
877246,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2022-23,12/01/2022,20.12028627,
874591,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Winter 2022-23,12/01/2022,6.626513845,
874400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,12/01/2022,6.433502307,
876916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2022-23,12/01/2022,20.95317432,
876898,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2022-23,12/01/2022,22.318317,
874567,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2022-23,12/01/2022,6.26223548,
874913,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2022-23,12/01/2022,6.215109393,
877180,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2022-23,12/01/2022,23.39786453,
877036,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2022-23,12/01/2022,20.0111503,
874361,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Winter 2022-23,12/01/2022,5.524703991,
874337,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2022-23,12/01/2022,6.968784799,
874537,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Winter 2022-23,12/01/2022,5.433213492,
874313,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2022-23,12/01/2022,5.95217197,
874838,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2022-23,12/01/2022,6.099401253,
874507,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2022-23,12/01/2022,6.674952441,
874817,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2022-23,12/01/2022,6.175888576,
874373,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Winter 2022-23,12/01/2022,6.587404142,
874472,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2022-23,12/01/2022,7.942470191,
874498,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Winter 2022-23,12/01/2022,6.53678612,
877237,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2022-23,12/01/2022,19.06374469,
877078,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2022-23,12/01/2022,18.15226975,
874606,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2022-23,12/01/2022,6.763746124,
876952,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2022-23,12/01/2022,18.93267515,
877267,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2022-23,12/01/2022,15.79876836,
874868,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2022-23,12/01/2022,5.562425296,
877006,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,12/01/2022,23.31389388,
874832,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Winter 2022-23,12/01/2022,6.553164924,
874859,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2022-23,12/01/2022,5.661272447,
876892,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2022-23,12/01/2022,22.84562702,
874895,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Winter 2022-23,12/01/2022,6.596272548,
877069,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2022-23,12/01/2022,23.94121291,
874484,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2022-23,12/01/2022,6.519113142,
874478,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2022-23,12/01/2022,6.662258812,
874451,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2022-23,12/01/2022,5.86387523,
877060,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2022-23,12/01/2022,19.68588095,
874448,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2022-23,12/01/2022,6.26223548,
874543,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2022-23,12/01/2022,5.869045933,
876856,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2022-23,12/01/2022,19.33359424,
874901,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Winter 2022-23,12/01/2022,6.222171203,
877033,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2022-23,12/01/2022,20.95314323,
874376,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2022-23,12/01/2022,6.918133058,
877159,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2022-23,12/01/2022,19.18685828,
877234,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2022-23,12/01/2022,21.20605901,
874436,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2022-23,12/01/2022,5.617699015,
877093,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2022-23,12/01/2022,24.19635591,
877174,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2022-23,12/01/2022,23.64561241,
874820,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2022-23,12/01/2022,5.819217212,
877132,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2022-23,12/01/2022,22.53750523,
877138,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2022-23,12/01/2022,21.63718571,
874385,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2022-23,12/01/2022,5.843269135,
874379,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Winter 2022-23,12/01/2022,5.784986933,
874519,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2022-23,12/01/2022,7.906916789,
874561,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Winter 2022-23,12/01/2022,5.936853761,
877123,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Winter 2022-23,12/01/2022,20.19215848,
876961,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2022-23,12/01/2022,19.22358491,
874916,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2022-23,12/01/2022,6.104524194,
874528,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2022-23,12/01/2022,7.384581284,
874397,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Winter 2022-23,12/01/2022,6.284280262,
877219,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2022-23,12/01/2022,21.10840179,
877186,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2022-23,12/01/2022,23.47973002,
876850,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2022-23,12/01/2022,21.93219192,
874501,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2022-23,12/01/2022,6.613041719,
874310,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2022-23,12/01/2022,5.784986933,
874811,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2022-23,12/01/2022,5.783695731,
877264,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2022-23,12/01/2022,16.95162023,
877009,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2022-23,12/01/2022,22.84562702,
874322,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2022-23,12/01/2022,6.105061444,
877240,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2022-23,12/01/2022,19.19508125,
877084,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2022-23,12/01/2022,16.28567959,
877072,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2022-23,12/01/2022,25.2817114,
874466,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2022-23,12/01/2022,7.590957422,
874439,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2022-23,12/01/2022,5.936789674,
877135,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2022-23,12/01/2022,21.807499,
874495,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2022-23,12/01/2022,6.706365699,
874442,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2022-23,12/01/2022,5.955262927,
876847,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2022-23,12/01/2022,19.74253268,
874847,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2022-23,12/01/2022,6.198527919,
876964,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2022-23,12/01/2022,20.64938172,
874865,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Winter 2022-23,12/01/2022,5.795422031,
877021,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2022-23,12/01/2022,19.46437805,
877177,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2022-23,12/01/2022,22.50847324,
874534,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2022-23,12/01/2022,6.673858161,
877114,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Winter 2022-23,12/01/2022,22.37547517,
874409,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2022-23,12/01/2022,6.522234553,
874382,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2022-23,12/01/2022,5.95217197,
874841,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2022-23,12/01/2022,6.253089341,
877192,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2022-23,12/01/2022,22.78172025,
877222,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2022-23,12/01/2022,23.73637905,
877228,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2022-23,12/01/2022,21.86210978,
876907,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2022-23,12/01/2022,21.59935664,
874346,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2022-23,12/01/2022,6.698642289,
874844,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2022-23,12/01/2022,5.871352073,
876871,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2022-23,12/01/2022,19.78791893,
876925,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2022-23,12/01/2022,21.43520833,
877147,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2022-23,12/01/2022,19.69216037,
877213,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2022-23,12/01/2022,22.71316173,
876937,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2022-23,12/01/2022,24.18653719,
874856,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2022-23,12/01/2022,5.896214778,
877258,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2022-23,12/01/2022,11.87774283,
874898,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2022-23,12/01/2022,6.781702364,
877045,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2022-23,12/01/2022,22.30308226,
877066,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2022-23,12/01/2022,11.90192295,
876934,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2022-23,12/01/2022,25.77429464,
